,ngram,freq,length,less1gram,less1gram_freq,hit_rate,suggest
427,years of,87,2,years,1232,0.070616883,of
2487,health and,24,2,health,340,0.070588235,and
2488,health insurance,24,2,health,340,0.070588235,insurance
11895,but he also,12,3,but he,170,0.070588235,also
11963,most of his,12,3,most of,170,0.070588235,his
11964,most of them,12,3,most of,170,0.070588235,them
11965,most of us,12,3,most of,170,0.070588235,us
14859,take a look,6,3,take a,85,0.070588235,look
15626,in the past decade,6,4,in the past,85,0.070588235,decade
15627,in the past two,6,4,in the past,85,0.070588235,two
6590,hospital for,11,2,hospital,156,0.070512821,for
6633,issues and,11,2,issues,156,0.070512821,and
2121,th street,27,2,th,383,0.070496084,street
4112,companies are,16,2,companies,227,0.070484581,are
4199,nearly a,16,2,nearly,227,0.070484581,a
1391,both the,36,2,both,511,0.070450098,the
3143,free agent,20,2,free,284,0.070422535,agent
7594,moved from,10,2,moved,142,0.070422535,from
11140,the state of,24,3,the state,341,0.070381232,of
8262,authorities say,9,2,authorities,128,0.0703125,say
224,out the,132,2,out,1878,0.07028754,the
11873,you can see,13,3,you can,185,0.07027027,see
4127,doing it,16,2,doing,228,0.070175439,it
4128,doing the,16,2,doing,228,0.070175439,the
5852,forward and,12,2,forward,171,0.070175439,and
10334,signed with,8,2,signed,114,0.070175439,with
13052,he would have,8,3,he would,114,0.070175439,have
13223,that i had,8,3,that i,114,0.070175439,had
13224,that i have,8,3,that i,114,0.070175439,have
3464,thursday in,19,2,thursday,271,0.070110701,in
3465,thursday night,19,2,thursday,271,0.070110701,night
4558,south carolina,15,2,south,214,0.070093458,carolina
2768,enough for,22,2,enough,314,0.070063694,for
2843,six years,22,2,six,314,0.070063694,years
6508,face and,11,2,face,157,0.070063694,and
6843,spring training,11,2,spring,157,0.070063694,training
12270,years ago the,11,3,years ago,157,0.070063694,the
7296,chicago and,10,2,chicago,143,0.06993007,and
7370,father of,10,2,father,143,0.06993007,of
7578,mayor of,10,2,mayor,143,0.06993007,of
456,like to,82,2,like,1173,0.069906223,to
2415,though he,25,2,though,358,0.069832402,he
8914,shows up,9,2,shows,129,0.069767442,up
9166,training for,9,2,training,129,0.069767442,for
12584,at pm in,9,3,at pm,129,0.069767442,in
12585,at pm on,9,3,at pm,129,0.069767442,on
14729,of what he,6,3,of what,86,0.069767442,he
14912,the federal reserve,6,3,the federal,86,0.069767442,reserve
2367,man was,25,2,man,359,0.069637883,was
6810,safety and,11,2,safety,158,0.069620253,and
7094,woman and,11,2,woman,158,0.069620253,and
12236,the only thing,11,3,the only,158,0.069620253,thing
12237,the only way,11,3,the only,158,0.069620253,way
4260,sure to,16,2,sure,230,0.069565217,to
9635,detroit and,8,2,detroit,115,0.069565217,and
13005,department of public,8,3,department of,115,0.069565217,public
41,said he,420,2,said,6045,0.069478908,he
7782,statement from,10,2,statement,144,0.069444444,from
518,do not,75,2,do,1081,0.069380204,not
11957,kind of a,12,3,kind of,173,0.069364162,a
4879,held a,14,2,held,202,0.069306931,a
13472,are the first,7,3,are the,101,0.069306931,first
13886,san francisco and,7,3,san francisco,101,0.069306931,and
14003,they can be,7,3,they can,101,0.069306931,be
1818,long time,30,2,long,433,0.069284065,time
8408,everyone who,9,2,everyone,130,0.069230769,who
8706,named after,9,2,named,130,0.069230769,after
9216,weekend to,9,2,weekend,130,0.069230769,to
12561,about a month,9,3,about a,130,0.069230769,month
12581,as he is,9,3,as he,130,0.069230769,is
6407,bank account,11,2,bank,159,0.06918239,account
7105,wrote that,11,2,wrote,159,0.06918239,that
2518,office in,24,2,office,347,0.069164265,in
2044,world war,28,2,world,405,0.069135802,war
1207,being a,40,2,being,579,0.069084629,a
12293,and in a,10,3,and in,145,0.068965517,a
12462,that it has,10,3,that it,145,0.068965517,has
10349,soon enough,8,2,soon,116,0.068965517,enough
10807,yards with,8,2,yards,116,0.068965517,with
13103,is in a,8,3,is in,116,0.068965517,a
13190,people who have,8,3,people who,116,0.068965517,have
921,game and,51,2,game,740,0.068918919,and
82,from a,259,2,from,3759,0.068901304,a
2070,came from,27,2,came,392,0.068877551,from
5491,seen in,13,2,seen,189,0.068783069,in
8147,agency said,9,2,agency,131,0.06870229,said
645,because it,64,2,because,932,0.068669528,it
11493,the next few,16,3,the next,233,0.068669528,few
11494,the next two,16,3,the next,233,0.068669528,two
13771,members of a,7,3,members of,102,0.068627451,a
11278,last year the,19,3,last year,277,0.068592058,the
1028,home and,46,2,home,672,0.068452381,and
9373,allowed one,8,2,allowed,117,0.068376068,one
9568,championship in,8,2,championship,117,0.068376068,in
9576,christie has,8,2,christie,117,0.068376068,has
9846,hotel and,8,2,hotel,117,0.068376068,and
4804,course the,14,2,course,205,0.068292683,the
8861,rose or,9,2,rose,132,0.068181818,or
12573,and is a,9,3,and is,132,0.068181818,a
12574,and is the,9,3,and is,132,0.068181818,the
14327,but its the,6,3,but its,88,0.068181818,the
14476,he says he,6,3,he says,88,0.068181818,he
14874,that she had,6,3,that she,88,0.068181818,had
15594,end of the day,6,4,end of the,88,0.068181818,day
2003,money for,28,2,money,411,0.068126521,for
7547,lake erie,10,2,lake,147,0.068027211,erie
7996,vote to,10,2,vote,147,0.068027211,to
4817,done a,14,2,done,206,0.067961165,a
3703,thing i,18,2,thing,265,0.067924528,i
6632,issue in,11,2,issue,162,0.067901235,in
6789,property owners,11,2,property,162,0.067901235,owners
6790,property taxes,11,2,property,162,0.067901235,taxes
12092,but it also,11,3,but it,162,0.067901235,also
4117,country and,16,2,country,236,0.06779661,and
4326,weeks after,16,2,weeks,236,0.06779661,after
9562,cases that,8,2,cases,118,0.06779661,that
9673,example the,8,2,example,118,0.06779661,the
10333,sign of,8,2,sign,118,0.06779661,of
184,we are,157,2,we,2317,0.067760035,are
5252,cut in,13,2,cut,192,0.067708333,in
5606,together to,13,2,together,192,0.067708333,to
10979,going to have,35,3,going to,517,0.067698259,have
143,who was,180,2,who,2659,0.067694622,was
8657,light rail,9,2,light,133,0.067669173,rail
8902,served in,9,2,served,133,0.067669173,in
2361,later the,25,2,later,370,0.067567568,the
2536,students in,24,2,students,356,0.06741573,in
3739,whether they,18,2,whether,267,0.06741573,they
6076,red sox,12,2,red,178,0.06741573,sox
14497,i can see,6,3,i can,89,0.06741573,see
15098,to use it,6,3,to use,89,0.06741573,it
394,so much,91,2,so,1351,0.067357513,much
11085,over the last,26,3,over the,386,0.067357513,last
4798,coming off,14,2,coming,208,0.067307692,off
13749,less than the,7,3,less than,104,0.067307692,the
15472,be able to do,7,4,be able to,104,0.067307692,do
11504,to see a,16,3,to see,238,0.067226891,a
3949,support the,17,2,support,253,0.067193676,the
35,is the,471,2,is,7013,0.067160987,the
7404,future of,10,2,future,149,0.067114094,of
7980,turn out,10,2,turn,149,0.067114094,out
8041,whole thing,10,2,whole,149,0.067114094,thing
8060,works in,10,2,works,149,0.067114094,in
6806,river and,11,2,river,164,0.067073171,and
12089,be the first,11,3,be the,164,0.067073171,first
12259,was not a,11,3,was not,164,0.067073171,a
5756,ball and,12,2,ball,179,0.067039106,and
5839,event which,12,2,event,179,0.067039106,which
6136,taken the,12,2,taken,179,0.067039106,the
3950,teams in,17,2,teams,254,0.066929134,in
4031,why he,17,2,why,254,0.066929134,he
11173,in his first,22,3,in his,329,0.066869301,first
2510,man and,24,2,man,359,0.066852368,and
2074,court judge,27,2,court,404,0.066831683,judge
1514,hes not,34,2,hes,510,0.066666667,not
2166,world of,27,2,world,405,0.066666667,of
2669,set for,23,2,set,345,0.066666667,for
3503,young people,19,2,young,285,0.066666667,people
4872,having to,14,2,having,210,0.066666667,to
5255,death in,13,2,death,195,0.066666667,in
11768,he had no,13,3,he had,195,0.066666667,no
5733,anything but,12,2,anything,180,0.066666667,but
5832,east orange,12,2,east,180,0.066666667,orange
12018,the past decade,12,3,the past,180,0.066666667,decade
6696,mother was,11,2,mother,165,0.066666667,was
12265,with his family,11,3,with his,165,0.066666667,family
12266,with his wife,11,3,with his,165,0.066666667,wife
7706,race to,10,2,race,150,0.066666667,to
8808,phone and,9,2,phone,135,0.066666667,and
9711,florida and,8,2,florida,120,0.066666667,and
9845,hot and,8,2,hot,120,0.066666667,and
10226,questions and,8,2,questions,120,0.066666667,and
13790,not be the,7,3,not be,105,0.066666667,the
14906,the district of,6,3,the district,90,0.066666667,of
15843,in the second and,5,4,in the second,75,0.066666667,and
463,years in,82,2,years,1232,0.066558442,in
4533,playing a,15,2,playing,226,0.066371681,a
4692,yet another,15,2,yet,226,0.066371681,another
86,i was,249,2,i,3753,0.066346922,was
5499,story about,13,2,story,196,0.066326531,about
2658,put in,23,2,put,347,0.066282421,in
6519,football and,11,2,football,166,0.06626506,and
6695,morning of,11,2,morning,166,0.06626506,of
2004,need a,28,2,need,423,0.066193853,a
9531,brought in,8,2,brought,121,0.066115702,in
9723,force of,8,2,force,121,0.066115702,of
9743,gas and,8,2,gas,121,0.066115702,and
9744,gas prices,8,2,gas,121,0.066115702,prices
10237,records of,8,2,records,121,0.066115702,of
11602,up to a,15,3,up to,227,0.066079295,a
11603,up to years,15,3,up to,227,0.066079295,years
2804,life of,22,2,life,333,0.066066066,of
1413,next week,36,2,next,545,0.066055046,week
11045,it is the,28,3,it is,424,0.066037736,the
402,what the,90,2,what,1364,0.065982405,the
5768,believe in,12,2,believe,182,0.065934066,in
5775,bring in,12,2,bring,182,0.065934066,in
5959,league and,12,2,league,182,0.065934066,and
14840,so much for,6,3,so much,91,0.065934066,for
14913,the field and,6,3,the field,91,0.065934066,and
6441,career with,11,2,career,167,0.065868263,with
6702,needed a,11,2,needed,167,0.065868263,a
7716,residents of,10,2,residents,152,0.065789474,of
111,by a,219,2,by,3329,0.065785521,a
3410,points to,19,2,points,289,0.065743945,to
999,may not,47,2,may,715,0.065734266,not
3529,asked if,18,2,asked,274,0.065693431,if
8230,announced his,9,2,announced,137,0.065693431,his
8539,hour of,9,2,hour,137,0.065693431,of
8801,pass a,9,2,pass,137,0.065693431,a
11966,new jersey and,12,3,new jersey,183,0.06557377,and
9983,living on,8,2,living,122,0.06557377,on
9984,living room,8,2,living,122,0.06557377,room
13237,the country the,8,3,the country,122,0.06557377,the
13243,the final four,8,3,the final,122,0.06557377,four
13246,the house is,8,3,the house,122,0.06557377,is
4499,minutes of,15,2,minutes,229,0.065502183,of
6507,everything else,11,2,everything,168,0.06547619,else
6555,guys are,11,2,guys,168,0.06547619,are
6713,nothing but,11,2,nothing,168,0.06547619,but
2995,past year,21,2,past,321,0.065420561,year
3015,saturday and,21,2,saturday,321,0.065420561,and
14051,to say how,7,3,to say,107,0.065420561,how
11369,a year and,17,3,a year,260,0.065384615,and
7574,mark the,10,2,mark,153,0.065359477,the
7649,officer of,10,2,officer,153,0.065359477,of
7705,quarter to,10,2,quarter,153,0.065359477,to
12523,to play with,10,3,to play,153,0.065359477,with
2603,days in,23,2,days,352,0.065340909,in
3646,players and,18,2,players,276,0.065217391,and
5915,important for,12,2,important,184,0.065217391,for
8678,matter the,9,2,matter,138,0.065217391,the
8924,smith and,9,2,smith,138,0.065217391,and
14149,a day in,6,3,a day,92,0.065217391,in
14264,are in a,6,3,are in,92,0.065217391,a
14277,as it does,6,3,as it,92,0.065217391,does
14632,like the one,6,3,like the,92,0.065217391,one
15141,we had the,6,3,we had,92,0.065217391,the
1373,think that,37,2,think,568,0.065140845,that
4802,council of,14,2,council,215,0.065116279,of
6682,meeting of,11,2,meeting,169,0.065088757,of
9666,events in,8,2,events,123,0.06504065,in
10014,mind that,8,2,mind,123,0.06504065,that
2336,found in,25,2,found,385,0.064935065,in
4491,looking forward,15,2,looking,231,0.064935065,forward
4528,per serving,15,2,per,231,0.064935065,serving
7981,turned on,10,2,turned,154,0.064935065,on
15919,said he was a,5,4,said he was,77,0.064935065,a
15981,this is a great,5,4,this is a,77,0.064935065,great
1363,see how,37,2,see,570,0.064912281,how
2648,month the,23,2,month,355,0.064788732,the
2072,come from,27,2,come,417,0.064748201,from
2073,come up,27,2,come,417,0.064748201,up
8400,especially if,9,2,especially,139,0.064748201,if
8401,especially since,9,2,especially,139,0.064748201,since
8402,especially when,9,2,especially,139,0.064748201,when
9245,williams who,9,2,williams,139,0.064748201,who
12706,last week in,9,3,last week,139,0.064748201,in
3257,times the,20,2,times,309,0.064724919,the
6784,probably the,11,2,probably,170,0.064705882,the
6785,probably will,11,2,probably,170,0.064705882,will
11803,of their own,13,3,of their,201,0.064676617,own
3539,bill that,18,2,bill,279,0.064516129,that
5908,hours later,12,2,hours,186,0.064516129,later
9600,contract for,8,2,contract,124,0.064516129,for
15143,we were going,6,3,we were,93,0.064516129,going
2894,took place,22,2,took,342,0.064327485,place
8646,leaders in,9,2,leaders,140,0.064285714,in
4185,lead in,16,2,lead,249,0.064257028,in
11466,i was in,16,3,i was,249,0.064257028,in
3118,board members,20,2,board,312,0.064102564,members
4431,half a,15,2,half,234,0.064102564,a
7307,committee which,10,2,committee,156,0.064102564,which
7461,hope and,10,2,hope,156,0.064102564,and
12467,that they would,10,3,that they,156,0.064102564,would
4999,running the,14,2,running,219,0.063926941,the
584,do you,69,2,do,1081,0.063829787,you
1410,know the,36,2,know,564,0.063829787,the
3531,away the,18,2,away,282,0.063829787,the
4421,field and,15,2,field,235,0.063829787,and
8388,draft picks,9,2,draft,141,0.063829787,picks
8486,hand to,9,2,hand,141,0.063829787,to
14784,rest of this,6,3,rest of,94,0.063829787,this
14785,rest of us,6,3,rest of,94,0.063829787,us
15670,the rest of this,6,4,the rest of,94,0.063829787,this
15671,the rest of us,6,4,the rest of,94,0.063829787,us
4191,lost in,16,2,lost,251,0.06374502,in
4231,power of,16,2,power,251,0.06374502,of
11746,and that he,13,3,and that,204,0.06372549,he
11747,and that was,13,3,and that,204,0.06372549,was
11843,the way it,13,3,the way,204,0.06372549,it
2701,things to,23,2,things,361,0.063711911,to
7778,starting at,10,2,starting,157,0.063694268,at
12496,the two men,10,3,the two,157,0.063694268,men
13600,for years and,7,3,for years,110,0.063636364,and
13601,for years to,7,3,for years,110,0.063636364,to
13630,have the opportunity,7,3,have the,110,0.063636364,opportunity
13644,him to the,7,3,him to,110,0.063636364,the
13764,many of these,7,3,many of,110,0.063636364,these
6656,let go,11,2,let,173,0.063583815,go
6657,let him,11,2,let,173,0.063583815,him
6658,let them,11,2,let,173,0.063583815,them
1858,told him,30,2,told,472,0.063559322,him
5857,friends of,12,2,friends,189,0.063492063,of
6105,seen the,12,2,seen,189,0.063492063,the
11930,i dont have,12,3,i dont,189,0.063492063,have
10185,plays a,8,2,plays,126,0.063492063,a
10308,senate and,8,2,senate,126,0.063492063,and
10356,spending and,8,2,spending,126,0.063492063,and
10357,spending on,8,2,spending,126,0.063492063,on
8701,moved on,9,2,moved,142,0.063380282,on
8702,moved up,9,2,moved,142,0.063380282,up
8890,scored the,9,2,scored,142,0.063380282,the
11728,trying to get,14,3,trying to,221,0.063348416,get
11585,the us and,15,3,the us,237,0.063291139,and
11586,the us department,15,3,the us,237,0.063291139,department
7177,although it,10,2,although,158,0.063291139,it
14684,not the best,6,3,not the,95,0.063157895,best
14900,the county is,6,3,the county,95,0.063157895,is
15114,up a little,6,3,up a,95,0.063157895,little
1982,end the,28,2,end,444,0.063063063,the
13795,of course it,7,3,of course,111,0.063063063,it
4338,working to,16,2,working,254,0.062992126,to
10005,maybe the,8,2,maybe,127,0.062992126,the
10207,programs that,8,2,programs,127,0.062992126,that
10338,site for,8,2,site,127,0.062992126,for
10385,study of,8,2,study,127,0.062992126,of
13337,try to make,8,3,try to,127,0.062992126,make
2058,am pm,27,2,am,429,0.062937063,pm
8921,single to,9,2,single,143,0.062937063,to
12518,to keep their,10,3,to keep,159,0.062893082,their
6501,employees are,11,2,employees,175,0.062857143,are
6502,employees to,11,2,employees,175,0.062857143,to
12074,and he has,11,3,and he,175,0.062857143,has
5994,move forward,12,2,move,191,0.062827225,forward
6048,player and,12,2,player,191,0.062827225,and
11905,could be the,12,3,could be,191,0.062827225,the
4969,others in,14,2,others,223,0.062780269,in
4571,system in,15,2,system,239,0.062761506,in
11413,some of his,17,3,some of,271,0.062730627,his
1635,both of,32,2,both,511,0.062622309,of
52,was the,351,2,was,5610,0.062566845,the
1338,any of,37,2,any,592,0.0625,of
11374,at least two,17,3,at least,272,0.0625,two
5152,youre a,14,2,youre,224,0.0625,a
6598,idea to,11,2,idea,176,0.0625,to
7732,runs the,10,2,runs,160,0.0625,the
12820,the right way,9,3,the right,144,0.0625,way
12828,the team and,9,3,the team,144,0.0625,and
9657,ended the,8,2,ended,128,0.0625,the
10125,opened a,8,2,opened,128,0.0625,a
13926,the ball and,7,3,the ball,112,0.0625,and
13927,the ball in,7,3,the ball,112,0.0625,in
14179,a yearold woman,6,3,a yearold,96,0.0625,woman
14641,make a difference,6,3,make a,96,0.0625,difference
3130,district court,20,2,district,321,0.062305296,court
3253,third of,20,2,third,321,0.062305296,of
5466,project is,13,2,project,209,0.062200957,is
6461,conference in,11,2,conference,177,0.062146893,in
3105,always been,20,2,always,322,0.062111801,been
7542,knew he,10,2,knew,161,0.062111801,he
7543,knew the,10,2,knew,161,0.062111801,the
255,when you,121,2,when,1949,0.06208312,you
1352,me and,37,2,me,596,0.062080537,and
10252,research on,8,2,research,129,0.062015504,on
12974,at pm and,8,3,at pm,129,0.062015504,and
285,up with,112,2,up,1807,0.061981184,with
2812,month in,22,2,month,355,0.061971831,in
13572,down the stretch,7,3,down the,113,0.061946903,stretch
14354,couple of times,6,3,couple of,97,0.06185567,times
14496,i am a,6,3,i am,97,0.06185567,a
14622,last month at,6,3,last month,97,0.06185567,at
1883,didnt know,29,2,didnt,469,0.061833689,know
11144,a lot more,23,3,a lot,372,0.061827957,more
3835,far more,17,2,far,275,0.061818182,more
11429,to have been,17,3,to have,275,0.061818182,been
4323,washington county,16,2,washington,259,0.061776062,county
7262,book the,10,2,book,162,0.061728395,the
7409,given that,10,2,given,162,0.061728395,that
7702,property and,10,2,property,162,0.061728395,and
12316,but it doesnt,10,3,but it,162,0.061728395,doesnt
12317,but it is,10,3,but it,162,0.061728395,is
12318,but it wasnt,10,3,but it,162,0.061728395,wasnt
15714,a couple of years,5,4,a couple of,81,0.061728395,years
1483,think about,35,2,think,568,0.061619718,about
1484,think it,35,2,think,568,0.061619718,it
11367,a few days,17,3,a few,276,0.061594203,days
11418,the city and,17,3,the city,276,0.061594203,and
11419,the city council,17,3,the city,276,0.061594203,council
5813,death was,12,2,death,195,0.061538462,was
9534,build on,8,2,build,130,0.061538462,on
9669,everyone in,8,2,everyone,130,0.061538462,in
9670,everyone to,8,2,everyone,130,0.061538462,to
9689,fell into,8,2,fell,130,0.061538462,into
10196,position in,8,2,position,130,0.061538462,in
3468,times a,19,2,times,309,0.061488673,a
6405,ball in,11,2,ball,179,0.061452514,in
6406,ball to,11,2,ball,179,0.061452514,to
6504,event and,11,2,event,179,0.061452514,and
6866,taken by,11,2,taken,179,0.061452514,by
198,you have,147,2,you,2393,0.061429168,have
13461,and was a,7,3,and was,114,0.061403509,a
13917,that i could,7,3,that i,114,0.061403509,could
13918,that i think,7,3,that i,114,0.061403509,think
5277,fire and,13,2,fire,212,0.061320755,and
11580,the last three,15,3,the last,245,0.06122449,three
11581,the last time,15,3,the last,245,0.06122449,time
12030,to go on,12,3,to go,196,0.06122449,on
1879,center and,29,2,center,474,0.061181435,and
3268,used for,20,2,used,327,0.06116208,for
3269,used the,20,2,used,327,0.06116208,the
4934,minutes in,14,2,minutes,229,0.061135371,in
12238,the past years,11,3,the past,180,0.061111111,years
3415,road and,19,2,road,311,0.061093248,and
9767,growth of,8,2,growth,131,0.061068702,of
11216,this is not,21,3,this is,344,0.061046512,not
13562,department of health,7,3,department of,115,0.060869565,health
12899,wanted to get,9,3,wanted to,148,0.060810811,get
12900,wanted to know,9,3,wanted to,148,0.060810811,know
11737,a good idea,13,3,a good,214,0.060747664,idea
1025,day of,46,2,day,758,0.060686016,of
2362,left in,25,2,left,412,0.060679612,in
4993,recent weeks,14,2,recent,231,0.060606061,weeks
6109,services for,12,2,services,198,0.060606061,for
10171,personal and,8,2,personal,132,0.060606061,and
10172,personal information,8,2,personal,132,0.060606061,information
2992,office and,21,2,office,347,0.060518732,and
3372,keep it,19,2,keep,314,0.060509554,it
11590,this year and,15,3,this year,248,0.060483871,and
6454,comes with,11,2,comes,182,0.06043956,with
3610,least two,18,2,least,298,0.060402685,two
8353,costs the,9,2,costs,149,0.060402685,the
8665,loss at,9,2,loss,149,0.060402685,at
9259,works as,9,2,works,149,0.060402685,as
4102,care for,16,2,care,265,0.060377358,for
13646,his first two,7,3,his first,116,0.060344828,two
12364,in and out,10,3,in and,166,0.060240964,out
12540,which is a,10,3,which is,166,0.060240964,a
3571,government and,18,2,government,299,0.060200669,and
2996,pay a,21,2,pay,349,0.06017192,a
945,only a,50,2,only,831,0.060168472,a
8,and the,1316,2,and,21872,0.060168252,the
9516,begin the,8,2,begin,133,0.060150376,the
9970,light fixtures,8,2,light,133,0.060150376,fixtures
10311,served on,8,2,served,133,0.060150376,on
2829,point in,22,2,point,366,0.06010929,in
6417,began with,11,2,began,183,0.06010929,with
11716,they are not,14,3,they are,233,0.060085837,not
4441,head to,15,2,head,250,0.06,to
5997,music and,12,2,music,200,0.06,and
8393,economy has,9,2,economy,150,0.06,has
8625,july to,9,2,july,150,0.06,to
14657,million in the,6,3,million in,100,0.06,the
685,get to,62,2,get,1034,0.059961315,to
4207,obama and,16,2,obama,267,0.059925094,and
4208,obama said,16,2,obama,267,0.059925094,said
7287,career in,10,2,career,167,0.05988024,in
12485,the other end,10,3,the other,167,0.05988024,end
11701,the company said,14,3,the company,234,0.05982906,said
13462,and we had,7,3,and we,117,0.05982906,had
13577,expected to take,7,3,expected to,117,0.05982906,take
13986,the th anniversary,7,3,the th,117,0.05982906,anniversary
13987,the th annual,7,3,the th,117,0.05982906,annual
13996,them to the,7,3,them to,117,0.05982906,the
6506,ever since,11,2,ever,184,0.059782609,since
6703,needs and,11,2,needs,184,0.059782609,and
4187,line the,16,2,line,268,0.059701493,the
6247,try the,12,2,try,201,0.059701493,the
9572,charges that,8,2,charges,134,0.059701493,that
13168,of those who,8,3,of those,134,0.059701493,who
1947,too many,29,2,too,486,0.059670782,many
3823,doesnt mean,17,2,doesnt,285,0.059649123,mean
8624,judge to,9,2,judge,151,0.059602649,to
10932,will be a,42,3,will be,705,0.059574468,a
7418,guys and,10,2,guys,168,0.05952381,and
7419,guys in,10,2,guys,168,0.05952381,in
7557,level in,10,2,level,168,0.05952381,in
15922,said in a phone,5,4,said in a,84,0.05952381,phone
4227,played the,16,2,played,269,0.059479554,the
6616,instead the,11,2,instead,185,0.059459459,the
11043,is the first,28,3,is the,471,0.059447983,first
6106,senior year,12,2,senior,202,0.059405941,year
15010,they can get,6,3,they can,101,0.059405941,get
15026,this season the,6,3,this season,101,0.059405941,the
15122,wants to make,6,3,wants to,101,0.059405941,make
63,at a,318,2,at,5365,0.059273066,a
1179,million to,41,2,million,692,0.059248555,to
12823,the season with,9,3,the season,152,0.059210526,with
7334,development director,10,2,development,169,0.059171598,director
2938,federal court,21,2,federal,355,0.05915493,court
1443,any other,35,2,any,592,0.059121622,other
2346,here are,25,2,here,423,0.059101655,are
2347,here is,25,2,here,423,0.059101655,is
2371,need for,25,2,need,423,0.059101655,for
4926,love and,14,2,love,237,0.05907173,and
4927,love with,14,2,love,237,0.05907173,with
4681,working for,15,2,working,254,0.059055118,for
11520,and i was,15,3,and i,254,0.059055118,was
4107,college and,16,2,college,271,0.05904059,and
4108,college in,16,2,college,271,0.05904059,in
11209,that he would,21,3,that he,356,0.058988764,would
1147,says it,42,2,says,713,0.058906031,it
912,three of,52,2,three,883,0.058890147,of
2471,each year,24,2,each,408,0.058823529,year
11385,i think the,17,3,i think,289,0.058823529,the
5629,west side,13,2,west,221,0.058823529,side
5964,likely be,12,2,likely,204,0.058823529,be
6036,oregon and,12,2,oregon,204,0.058823529,and
12025,the way he,12,3,the way,204,0.058823529,he
6786,process and,11,2,process,187,0.058823529,and
6787,process for,11,2,process,187,0.058823529,for
6788,process that,11,2,process,187,0.058823529,that
7270,brown and,10,2,brown,170,0.058823529,and
7544,known to,10,2,known,170,0.058823529,to
12314,but he has,10,3,but he,170,0.058823529,has
12377,in their own,10,3,in their,170,0.058823529,own
10157,paul said,8,2,paul,136,0.058823529,said
13253,the national average,8,3,the national,136,0.058823529,average
14306,be in a,6,3,be in,102,0.058823529,a
14494,how to get,6,3,how to,102,0.058823529,get
14495,how to make,6,3,how to,102,0.058823529,make
14667,much of it,6,3,much of,102,0.058823529,it
14699,of her life,6,3,of her,102,0.058823529,life
14700,of her own,6,3,of her,102,0.058823529,own
14807,said we are,6,3,said we,102,0.058823529,are
15842,in the past and,5,4,in the past,85,0.058823529,and
2652,officials have,23,2,officials,392,0.058673469,have
2653,officials say,23,2,officials,392,0.058673469,say
3004,program and,21,2,program,358,0.058659218,and
3005,program is,21,2,program,358,0.058659218,is
1396,down a,36,2,down,614,0.058631922,a
571,time in,71,2,time,1212,0.058580858,in
5804,course is,12,2,course,205,0.058536585,is
418,year and,88,2,year,1504,0.058510638,and
7784,stop and,10,2,stop,171,0.058479532,and
7785,stop at,10,2,stop,171,0.058479532,at
7786,stop in,10,2,stop,171,0.058479532,in
9170,turned the,9,2,turned,154,0.058441558,the
9191,wants a,9,2,wants,154,0.058441558,a
2474,few months,24,2,few,411,0.058394161,months
2475,few weeks,24,2,few,411,0.058394161,weeks
9449,announced plans,8,2,announced,137,0.058394161,plans
9450,announced today,8,2,announced,137,0.058394161,today
13655,i had no,7,3,i had,120,0.058333333,no
13798,of it and,7,3,of it,120,0.058333333,and
13930,the case with,7,3,the case,120,0.058333333,with
3518,among other,18,2,among,309,0.058252427,other
3519,among those,18,2,among,309,0.058252427,those
3548,community and,18,2,community,309,0.058252427,and
6057,portland and,12,2,portland,206,0.058252427,and
6828,seen a,11,2,seen,189,0.058201058,a
1606,think the,33,2,think,568,0.058098592,the
8141,act as,9,2,act,155,0.058064516,as
8428,film festival,9,2,film,155,0.058064516,festival
8620,james and,9,2,james,155,0.058064516,and
960,city council,49,2,city,844,0.058056872,council
961,city of,49,2,city,844,0.058056872,of
5660,youre in,13,2,youre,224,0.058035714,in
11759,did not have,13,3,did not,224,0.058035714,have
11760,did not return,13,3,did not,224,0.058035714,return
281,when i,113,2,when,1949,0.05797845,i
3213,set the,20,2,set,345,0.057971014,the
11440,a few months,16,3,a few,276,0.057971014,months
11441,a few weeks,16,3,a few,276,0.057971014,weeks
11442,a few years,16,3,a few,276,0.057971014,years
5767,behind a,12,2,behind,207,0.057971014,a
9713,foot pound,8,2,foot,138,0.057971014,pound
4658,washington and,15,2,washington,259,0.057915058,and
1590,see a,33,2,see,570,0.057894737,a
2017,second quarter,28,2,second,484,0.05785124,quarter
14098,when you see,7,3,when you,121,0.05785124,see
11484,such as a,16,3,such as,277,0.057761733,a
531,no one,74,2,no,1282,0.057722309,one
3088,win a,21,2,win,364,0.057692308,a
8344,committee and,9,2,committee,156,0.057692308,and
8535,hope is,9,2,hope,156,0.057692308,is
8598,issues with,9,2,issues,156,0.057692308,with
8764,offer the,9,2,offer,156,0.057692308,the
12904,way to the,9,3,way to,156,0.057692308,the
15580,be able to get,6,4,be able to,104,0.057692308,get
6776,player to,11,2,player,191,0.057591623,to
317,up in,104,2,up,1807,0.057553957,in
2465,come out,24,2,come,417,0.057553957,out
9658,especially for,8,2,especially,139,0.057553957,for
10352,space and,8,2,space,139,0.057553957,and
10353,space for,8,2,space,139,0.057553957,for
2209,help the,26,2,help,452,0.057522124,the
5659,yet the,13,2,yet,226,0.057522124,the
1145,percent from,42,2,percent,732,0.057377049,from
14009,this week in,7,3,this week,122,0.057377049,in
