,ngram,freq,length,less1gram,less1gram_freq,hit_rate,suggest
1810,just because,14,2,just,1556,0.008997429,because
1811,just bought,14,2,just,1556,0.008997429,bought
1692,this day,15,2,this,1672,0.008971292,day
1693,this shit,15,2,this,1672,0.008971292,shit
218,i guess,68,2,i,7617,0.008927399,guess
731,it be,28,2,it,3139,0.008920038,be
146,the only,87,2,the,9784,0.008892069,only
1270,be done,18,2,be,2025,0.008888889,done
1271,be my,18,2,be,2025,0.008888889,my
1272,be with,18,2,be,2025,0.008888889,with
755,my friends,27,2,my,3053,0.00884376,friends
756,my own,27,2,my,3053,0.00884376,own
1000,that are,22,2,that,2488,0.008842444,are
1634,im at,15,2,im,1705,0.008797654,at
1635,im having,15,2,im,1705,0.008797654,having
1585,with an,16,2,with,1819,0.008796042,an
1586,with her,16,2,with,1819,0.008796042,her
2854,what makes,10,2,what,1140,0.00877193,makes
2855,what your,10,2,what,1140,0.00877193,your
2856,what youre,10,2,what,1140,0.00877193,youre
535,in his,35,2,in,4007,0.008734714,his
1475,at you,16,2,at,1835,0.008719346,you
3625,thanks im,8,2,thanks,918,0.008714597,im
2476,not in,11,2,not,1263,0.008709422,in
152,the most,85,2,the,9784,0.008687653,most
3294,about being,8,2,about,922,0.00867679,being
3295,about him,8,2,about,922,0.00867679,him
1589,your support,16,2,your,1845,0.008672087,support
1668,so proud,15,2,so,1731,0.008665511,proud
2709,love him,10,2,love,1154,0.008665511,him
2710,love when,10,2,love,1154,0.008665511,when
2619,do they,10,2,do,1155,0.008658009,they
2556,was one,11,2,was,1273,0.008641005,one
2557,was thinking,11,2,was,1273,0.008641005,thinking
3245,will go,9,2,will,1043,0.008628955,go
3246,will take,9,2,will,1043,0.008628955,take
584,is good,33,2,is,3826,0.008625196,good
2439,its okay,11,2,its,1278,0.008607199,okay
2440,its really,11,2,its,1278,0.008607199,really
749,it but,27,2,it,3139,0.008601465,but
750,it for,27,2,it,3139,0.008601465,for
2449,like how,11,2,like,1284,0.008566978,how
2450,like they,11,2,like,1284,0.008566978,they
203,to take,72,2,to,8421,0.008550053,take
2983,good job,9,2,good,1054,0.008538899,job
345,you cant,49,2,you,5740,0.008536585,cant
2304,we know,12,2,we,1407,0.008528785,know
791,my heart,26,2,my,3053,0.008516214,heart
1064,that one,21,2,that,2488,0.008440514,one
1303,me off,18,2,me,2141,0.008407286,off
1738,are great,14,2,are,1666,0.008403361,great
1739,are like,14,2,are,1666,0.008403361,like
883,on his,24,2,on,2857,0.00840042,his
1356,be more,17,2,be,2025,0.008395062,more
602,is an,32,2,is,3826,0.008363826,an
603,is still,32,2,is,3826,0.008363826,still
360,you all,48,2,you,5740,0.008362369,all
1978,just found,13,2,just,1556,0.008354756,found
1979,just now,13,2,just,1556,0.008354756,now
1980,just so,13,2,just,1556,0.008354756,so
1981,just went,13,2,just,1556,0.008354756,went
449,and they,39,2,and,4687,0.008320888,they
2840,up early,10,2,up,1205,0.008298755,early
2841,up here,10,2,up,1205,0.008298755,here
2842,up there,10,2,up,1205,0.008298755,there
3366,day ever,8,2,day,966,0.008281573,ever
3367,day we,8,2,day,966,0.008281573,we
164,the way,81,2,the,9784,0.008278823,way
3591,rt for,8,2,rt,969,0.008255934,for
3592,rt good,8,2,rt,969,0.008255934,good
3021,if a,9,2,if,1095,0.008219178,a
3022,if only,9,2,if,1095,0.008219178,only
3023,if that,9,2,if,1095,0.008219178,that
1793,im glad,14,2,im,1705,0.008211144,glad
1794,im here,14,2,im,1705,0.008211144,here
2750,out how,10,2,out,1220,0.008196721,how
367,you in,47,2,you,5740,0.008188153,in
2635,get together,10,2,get,1222,0.008183306,together
1605,at night,15,2,at,1835,0.008174387,night
255,i wanna,62,2,i,7617,0.008139688,wanna
1722,your friends,15,2,your,1845,0.008130081,friends
1723,your tweet,15,2,your,1845,0.008130081,tweet
4672,in the back,7,3,in the,861,0.008130081,back
4673,in the mail,7,3,in the,861,0.008130081,mail
4674,in the rain,7,3,in the,861,0.008130081,rain
312,a day,53,2,a,6533,0.008112659,day
1847,so long,14,2,so,1731,0.008087811,long
1848,so what,14,2,so,1731,0.008087811,what
1137,that a,20,2,that,2488,0.008038585,a
2363,but ill,11,2,but,1372,0.008017493,ill
2364,but in,11,2,but,1372,0.008017493,in
2365,but thats,11,2,but,1372,0.008017493,thats
2366,but what,11,2,but,1372,0.008017493,what
263,i thought,61,2,i,7617,0.008008402,thought
837,it a,25,2,it,3139,0.00796432,a
1407,me at,17,2,me,2141,0.007940215,at
1408,me for,17,2,me,2141,0.007940215,for
2588,all for,10,2,all,1261,0.007930214,for
2589,all in,10,2,all,1261,0.007930214,in
2729,not working,10,2,not,1263,0.007917656,working
1476,be nice,16,2,be,2025,0.007901235,nice
3240,what time,9,2,what,1140,0.007894737,time
3241,what was,9,2,what,1140,0.007894737,was
1775,have my,14,2,have,1780,0.007865169,my
1776,have not,14,2,have,1780,0.007865169,not
882,my way,24,2,my,3053,0.00786112,way
2847,was funny,10,2,was,1273,0.00785546,funny
2848,was hoping,10,2,was,1273,0.00785546,hoping
2849,was too,10,2,was,1273,0.00785546,too
652,is now,30,2,is,3826,0.007841087,now
4872,for the rest,6,3,for the,766,0.007832898,rest
4873,for the weekend,6,3,for the,766,0.007832898,weekend
2691,its almost,10,2,its,1278,0.007824726,almost
2692,its cold,10,2,its,1278,0.007824726,cold
2693,its own,10,2,its,1278,0.007824726,own
2694,its still,10,2,its,1278,0.007824726,still
2558,we r,11,2,we,1407,0.007818053,r
1921,are all,13,2,are,1666,0.007803121,all
1922,are awesome,13,2,are,1666,0.007803121,awesome
3067,love what,9,2,love,1154,0.00779896,what
2947,do anything,9,2,do,1155,0.007792208,anything
2948,do but,9,2,do,1155,0.007792208,but
2949,do some,9,2,do,1155,0.007792208,some
623,in our,31,2,in,4007,0.007736461,our
237,to your,65,2,to,8421,0.007718798,your
2189,just get,12,2,just,1556,0.007712082,get
2190,just made,12,2,just,1556,0.007712082,made
2191,just me,12,2,just,1556,0.007712082,me
2192,just one,12,2,just,1556,0.007712082,one
2193,just the,12,2,just,1556,0.007712082,the
992,on to,22,2,on,2857,0.007700385,to
506,and your,36,2,and,4687,0.007680819,your
3742,will always,8,2,will,1043,0.007670182,always
3743,will start,8,2,will,1043,0.007670182,start
3744,will the,8,2,will,1043,0.007670182,the
3745,will win,8,2,will,1043,0.007670182,win
398,you just,44,2,you,5740,0.007665505,just
1962,im done,13,2,im,1705,0.007624633,done
1963,im really,13,2,im,1705,0.007624633,really
1964,im sorry,13,2,im,1705,0.007624633,sorry
247,to know,64,2,to,8421,0.007600048,know
3411,good at,8,2,good,1054,0.007590133,at
3412,good game,8,2,good,1054,0.007590133,game
696,is there,29,2,is,3826,0.007579718,there
927,my mind,23,2,my,3053,0.007533574,mind
2021,so bad,13,2,so,1731,0.00751011,bad
2022,so the,13,2,so,1731,0.00751011,the
1529,me please,16,2,me,2141,0.007473143,please
1530,me when,16,2,me,2141,0.007473143,when
3223,up all,9,2,up,1205,0.00746888,all
3224,up from,9,2,up,1205,0.00746888,from
3225,up your,9,2,up,1205,0.00746888,your
1606,be happy,15,2,be,2025,0.007407407,happy
3123,out that,9,2,out,1220,0.007377049,that
3124,out your,9,2,out,1220,0.007377049,your
2975,get better,9,2,get,1222,0.007364975,better
2976,get home,9,2,get,1222,0.007364975,home
2977,get them,9,2,get,1222,0.007364975,them
258,to start,62,2,to,8421,0.007362546,start
647,for it,30,2,for,4096,0.007324219,it
648,for us,30,2,for,4096,0.007324219,us
730,is no,28,2,is,3826,0.007318348,no
421,you at,42,2,you,5740,0.007317073,at
1949,have ever,13,2,have,1780,0.007303371,ever
1950,have that,13,2,have,1780,0.007303371,that
734,of that,28,2,of,3840,0.007291667,that
2608,but never,10,2,but,1372,0.00728863,never
2609,but sometimes,10,2,but,1372,0.00728863,sometimes
2610,but this,10,2,but,1372,0.00728863,this
983,my car,22,2,my,3053,0.007206027,car
984,my eyes,22,2,my,3053,0.007206027,eyes
985,my hair,22,2,my,3053,0.007206027,hair
986,my twitter,22,2,my,3053,0.007206027,twitter
2106,are doing,12,2,are,1666,0.007202881,doing
2107,are having,12,2,are,1666,0.007202881,having
2108,are looking,12,2,are,1666,0.007202881,looking
2109,are really,12,2,are,1666,0.007202881,really
2110,are we,12,2,are,1666,0.007202881,we
2269,this sunday,12,2,this,1672,0.007177033,sunday
2075,with him,13,2,with,1819,0.007146784,him
3096,not an,9,2,not,1263,0.007125891,an
3097,not bad,9,2,not,1263,0.007125891,bad
3098,not enough,9,2,not,1263,0.007125891,enough
3099,not on,9,2,not,1263,0.007125891,on
3100,not yet,9,2,not,1263,0.007125891,yet
2852,we cant,10,2,we,1407,0.007107321,cant
301,i should,54,2,i,7617,0.007089405,should
3230,was all,9,2,was,1273,0.007069914,all
3231,was at,9,2,was,1273,0.007069914,at
2441,just be,11,2,just,1556,0.007069409,be
2442,just have,11,2,just,1556,0.007069409,have
2443,just heard,11,2,just,1556,0.007069409,heard
2444,just keep,11,2,just,1556,0.007069409,keep
2445,just need,11,2,just,1556,0.007069409,need
3049,its always,9,2,its,1278,0.007042254,always
3050,its amazing,9,2,its,1278,0.007042254,amazing
3051,its hard,9,2,its,1278,0.007042254,hard
3052,its nice,9,2,its,1278,0.007042254,nice
572,and have,33,2,and,4687,0.007040751,have
2177,im coming,12,2,im,1705,0.007038123,coming
974,it has,22,2,it,3139,0.007008601,has
975,it when,22,2,it,3139,0.007008601,when
1650,me but,15,2,me,2141,0.007006072,but
1651,me now,15,2,me,2141,0.007006072,now
1128,on here,20,2,on,2857,0.00700035,here
1129,on some,20,2,on,2857,0.00700035,some
1130,on their,20,2,on,2857,0.00700035,their
447,you on,40,2,you,5740,0.006968641,on
4962,in the day,6,3,in the,861,0.006968641,day
4963,in the future,6,3,in the,861,0.006968641,future
4964,in the game,6,3,in the,861,0.006968641,game
4965,in the park,6,3,in the,861,0.006968641,park
4966,in the playoffs,6,3,in the,861,0.006968641,playoffs
4967,in the right,6,3,in the,861,0.006968641,right
316,i see,53,2,i,7617,0.00695812,see
2236,so fucking,12,2,so,1731,0.006932409,fucking
3495,love her,8,2,love,1154,0.006932409,her
3372,do all,8,2,do,1155,0.006926407,all
3373,do in,8,2,do,1155,0.006926407,in
3374,do so,8,2,do,1155,0.006926407,so
3375,do your,8,2,do,1155,0.006926407,your
1744,be doing,14,2,be,2025,0.00691358,doing
1745,be sure,14,2,be,2025,0.00691358,sure
1746,be working,14,2,be,2025,0.00691358,working
1054,my parents,21,2,my,3053,0.00687848,parents
1435,that they,17,2,that,2488,0.006832797,they
594,and all,32,2,and,4687,0.006827395,all
320,i did,52,2,i,7617,0.006826835,did
464,you could,39,2,you,5740,0.006794425,could
465,you got,39,2,you,5740,0.006794425,got
466,you i,39,2,you,5740,0.006794425,i
795,of me,26,2,of,3840,0.006770833,me
284,to say,57,2,to,8421,0.006768792,say
2163,have had,12,2,have,1780,0.006741573,had
2164,have one,12,2,have,1780,0.006741573,one
1043,it just,21,2,it,3139,0.006690029,just
1229,on friday,19,2,on,2857,0.006650333,friday
291,to find,56,2,to,8421,0.006650042,find
3705,up next,8,2,up,1205,0.006639004,next
3706,up some,8,2,up,1205,0.006639004,some
2346,are gonna,11,2,are,1666,0.006602641,gonna
2347,are my,11,2,are,1666,0.006602641,my
2348,are now,11,2,are,1666,0.006602641,now
2349,are there,11,2,are,1666,0.006602641,there
2350,are too,11,2,are,1666,0.006602641,too
2313,with his,12,2,with,1819,0.006597031,his
2314,with our,12,2,with,1819,0.006597031,our
2315,with their,12,2,with,1819,0.006597031,their
2532,this show,11,2,this,1672,0.006578947,show
2533,this tweet,11,2,this,1672,0.006578947,tweet
2925,but still,9,2,but,1372,0.006559767,still
2926,but thanks,9,2,but,1372,0.006559767,thanks
2927,but that,9,2,but,1372,0.006559767,that
2928,but there,9,2,but,1372,0.006559767,there
3566,out all,8,2,out,1220,0.006557377,all
3567,out im,8,2,out,1220,0.006557377,im
1122,my brother,20,2,my,3053,0.006550934,brother
3401,get an,8,2,get,1222,0.006546645,an
3402,get any,8,2,get,1222,0.006546645,any
3403,get away,8,2,get,1222,0.006546645,away
3404,get here,8,2,get,1222,0.006546645,here
244,the last,64,2,the,9784,0.006541292,last
2113,at school,12,2,at,1835,0.00653951,school
1823,me lol,14,2,me,2141,0.006539,lol
1824,me or,14,2,me,2141,0.006539,or
1825,me with,14,2,me,2141,0.006539,with
1826,me you,14,2,me,2141,0.006539,you
835,is getting,25,2,is,3826,0.006534239,getting
836,is one,25,2,is,3826,0.006534239,one
296,to help,55,2,to,8421,0.006531291,help
844,of people,25,2,of,3840,0.006510417,people
2327,your eyes,12,2,your,1845,0.006504065,eyes
2328,your name,12,2,your,1845,0.006504065,name
2329,your way,12,2,your,1845,0.006504065,way
2330,your welcome,12,2,your,1845,0.006504065,welcome
785,in love,26,2,in,4007,0.006488645,love
786,in to,26,2,in,4007,0.006488645,to
2419,im an,11,2,im,1705,0.006451613,an
2420,im back,11,2,im,1705,0.006451613,back
2421,im excited,11,2,im,1705,0.006451613,excited
2422,im good,11,2,im,1705,0.006451613,good
2423,im like,11,2,im,1705,0.006451613,like
2424,im looking,11,2,im,1705,0.006451613,looking
2425,im working,11,2,im,1705,0.006451613,working
1557,that makes,16,2,that,2488,0.006430868,makes
1558,that my,16,2,that,2488,0.006430868,my
1559,that sounds,16,2,that,2488,0.006430868,sounds
2695,just in,10,2,just,1556,0.006426735,in
2696,just landed,10,2,just,1556,0.006426735,landed
2697,just let,10,2,just,1556,0.006426735,let
2698,just read,10,2,just,1556,0.006426735,read
307,to come,54,2,to,8421,0.00641254,come
640,and now,30,2,and,4687,0.006400683,now
3233,we made,9,2,we,1407,0.006396588,made
3234,we still,9,2,we,1407,0.006396588,still
2495,so cool,11,2,so,1731,0.006354708,cool
2496,so its,11,2,so,1731,0.006354708,its
3299,all know,8,2,all,1261,0.006344171,know
3300,all this,8,2,all,1261,0.006344171,this
3301,all week,8,2,all,1261,0.006344171,week
3302,all who,8,2,all,1261,0.006344171,who
257,the game,62,2,the,9784,0.006336877,game
3534,not at,8,2,not,1263,0.006334125,at
3535,not being,8,2,not,1263,0.006334125,being
349,i saw,48,2,i,7617,0.006301694,saw
1309,on what,18,2,on,2857,0.006300315,what
3712,was born,8,2,was,1273,0.006284368,born
3713,was i,8,2,was,1273,0.006284368,i
3714,was not,8,2,was,1273,0.006284368,not
3715,was to,8,2,was,1273,0.006284368,to
879,is for,24,2,is,3826,0.00627287,for
526,you love,36,2,you,5740,0.006271777,love
3469,its an,8,2,its,1278,0.006259781,an
3470,its funny,8,2,its,1278,0.006259781,funny
3471,its good,8,2,its,1278,0.006259781,good
3472,its only,8,2,its,1278,0.006259781,only
833,in chicago,25,2,in,4007,0.006239082,chicago
3488,like in,8,2,like,1284,0.00623053,in
3489,like us,8,2,like,1284,0.00623053,us
1227,my birthday,19,2,my,3053,0.006223387,birthday
682,and not,29,2,and,4687,0.006187327,not
2400,have just,11,2,have,1780,0.006179775,just
2401,have more,11,2,have,1780,0.006179775,more
2402,have never,11,2,have,1780,0.006179775,never
321,to our,52,2,to,8421,0.006175039,our
1218,it so,19,2,it,3139,0.006052883,so
1219,it with,19,2,it,3139,0.006052883,with
2569,with no,11,2,with,1819,0.006047279,no
274,the time,59,2,the,9784,0.006030253,time
1674,that can,15,2,that,2488,0.006028939,can
1675,that it,15,2,that,2488,0.006028939,it
918,is amazing,23,2,is,3826,0.0060115,amazing
2355,at and,11,2,at,1835,0.00599455,and
878,in and,24,2,in,4007,0.005989518,and
2806,this friday,10,2,this,1672,0.005980861,friday
2807,this month,10,2,this,1672,0.005980861,month
2808,this saturday,10,2,this,1672,0.005980861,saturday
2809,this season,10,2,this,1672,0.005980861,season
2810,this weather,10,2,this,1672,0.005980861,weather
721,and more,28,2,and,4687,0.005973971,more
448,a whole,39,2,a,6533,0.005969692,whole
2576,your ass,11,2,your,1845,0.00596206,ass
2577,your dreams,11,2,your,1845,0.00596206,dreams
2578,your face,11,2,your,1845,0.00596206,face
2579,your mind,11,2,your,1845,0.00596206,mind
2580,your show,11,2,your,1845,0.00596206,show
1419,on her,17,2,on,2857,0.005950298,her
2114,be great,12,2,be,2025,0.005925926,great
2115,be up,12,2,be,2025,0.005925926,up
2676,im always,10,2,im,1705,0.005865103,always
2677,im doing,10,2,im,1705,0.005865103,doing
2678,im watching,10,2,im,1705,0.005865103,watching
2679,im with,10,2,im,1705,0.005865103,with
865,for being,24,2,for,4096,0.005859375,being
866,for sharing,24,2,for,4096,0.005859375,sharing
3353,but now,8,2,but,1372,0.005830904,now
341,to follow,49,2,to,8421,0.005818786,follow
467,a man,38,2,a,6533,0.005816623,man
3053,just an,9,2,just,1556,0.005784062,an
3054,just love,9,2,just,1556,0.005784062,love
3055,just met,9,2,just,1556,0.005784062,met
3056,just not,9,2,just,1556,0.005784062,not
3057,just sayin,9,2,just,1556,0.005784062,sayin
3058,just sent,9,2,just,1556,0.005784062,sent
3059,just wanna,9,2,just,1556,0.005784062,wanna
3060,just wanted,9,2,just,1556,0.005784062,wanted
2772,so damn,10,2,so,1731,0.005777008,damn
2773,so if,10,2,so,1731,0.005777008,if
2774,so ill,10,2,so,1731,0.005777008,ill
2775,so is,10,2,so,1731,0.005777008,is
2776,so my,10,2,so,1731,0.005777008,my
2777,so sorry,10,2,so,1731,0.005777008,sorry
973,is gonna,22,2,is,3826,0.005750131,gonna
917,in that,23,2,in,4007,0.005739955,that
1295,it lol,18,2,it,3139,0.00573431,lol
1296,it that,18,2,it,3139,0.00573431,that
990,of his,22,2,of,3840,0.005729167,his
991,of their,22,2,of,3840,0.005729167,their
358,to meet,48,2,to,8421,0.005700036,meet
359,to sleep,48,2,to,8421,0.005700036,sleep
487,a bit,37,2,a,6533,0.005663554,bit
402,i still,43,2,i,7617,0.005645267,still
1854,that means,14,2,that,2488,0.00562701,means
1855,that song,14,2,that,2488,0.00562701,song
1856,that way,14,2,that,2488,0.00562701,way
2649,have done,10,2,have,1780,0.005617978,done
1543,on tv,16,2,on,2857,0.00560028,tv
1544,on you,16,2,on,2857,0.00560028,you
615,you had,32,2,you,5740,0.005574913,had
1410,my ass,17,2,my,3053,0.005568293,ass
1411,my dad,17,2,my,3053,0.005568293,dad
1412,my face,17,2,my,3053,0.005568293,face
2864,with one,10,2,with,1819,0.005497526,one
1042,is about,21,2,is,3826,0.005488761,about
374,to talk,46,2,to,8421,0.005462534,talk
375,to watch,46,2,to,8421,0.005462534,watch
2356,be better,11,2,be,2025,0.005432099,better
2357,be interested,11,2,be,2025,0.005432099,interested
2876,your email,10,2,your,1845,0.005420054,email
1397,it back,17,2,it,3139,0.005415737,back
1398,it the,17,2,it,3139,0.005415737,the
2905,are always,9,2,are,1666,0.005402161,always
2906,are some,9,2,are,1666,0.005402161,some
2907,are still,9,2,are,1666,0.005402161,still
2908,are they,9,2,are,1666,0.005402161,they
3193,this am,9,2,this,1672,0.005382775,am
3194,this song,9,2,this,1672,0.005382775,song
3195,this thing,9,2,this,1672,0.005382775,thing
964,for new,22,2,for,4096,0.005371094,new
965,for them,22,2,for,4096,0.005371094,them
527,a very,35,2,a,6533,0.005357416,very
528,a while,35,2,a,6533,0.005357416,while
816,and see,25,2,and,4687,0.005333902,see
3025,im bored,9,2,im,1705,0.005278592,bored
3026,im down,9,2,im,1705,0.005278592,down
3027,im off,9,2,im,1705,0.005278592,off
3028,im out,9,2,im,1705,0.005278592,out
3029,im starting,9,2,im,1705,0.005278592,starting
3030,im thinking,9,2,im,1705,0.005278592,thinking
3031,im too,9,2,im,1705,0.005278592,too
1658,on sunday,15,2,on,2857,0.005250263,sunday
1040,in it,21,2,in,4007,0.005240829,it
1041,in la,21,2,in,4007,0.005240829,la
1534,my god,16,2,my,3053,0.005240747,god
1535,my name,16,2,my,3053,0.005240747,name
1536,my sister,16,2,my,3053,0.005240747,sister
1111,is awesome,20,2,is,3826,0.005227392,awesome
1112,is coming,20,2,is,3826,0.005227392,coming
1113,is really,20,2,is,3826,0.005227392,really
1114,is what,20,2,is,3826,0.005227392,what
679,you make,30,2,you,5740,0.005226481,make
2033,that awkward,13,2,that,2488,0.00522508,awkward
2034,that just,13,2,that,2488,0.00522508,just
2035,that sucks,13,2,that,2488,0.00522508,sucks
547,a couple,34,2,a,6533,0.005204347,couple
3150,so hot,9,2,so,1731,0.005199307,hot
3151,so sad,9,2,so,1731,0.005199307,sad
3152,so they,9,2,so,1731,0.005199307,they
3474,just getting,8,2,just,1556,0.005141388,getting
3475,just go,8,2,just,1556,0.005141388,go
3476,just hit,8,2,just,1556,0.005141388,hit
3477,just kidding,8,2,just,1556,0.005141388,kidding
3478,just told,8,2,just,1556,0.005141388,told
3479,just took,8,2,just,1556,0.005141388,took
2461,me about,11,2,me,2141,0.005137786,about
2462,me feel,11,2,me,2141,0.005137786,feel
2463,me from,11,2,me,2141,0.005137786,from
2464,me how,11,2,me,2141,0.005137786,how
2465,me is,11,2,me,2141,0.005137786,is
2466,me my,11,2,me,2141,0.005137786,my
1515,it really,16,2,it,3139,0.005097165,really
2991,have i,9,2,have,1780,0.00505618,i
2992,have seen,9,2,have,1780,0.00505618,seen
2993,have time,9,2,have,1780,0.00505618,time
714,you be,29,2,you,5740,0.005052265,be
715,you see,29,2,you,5740,0.005052265,see
716,you the,29,2,you,5740,0.005052265,the
571,a free,33,2,a,6533,0.005051278,free
1215,is always,19,2,is,3826,0.004966022,always
1216,is pretty,19,2,is,3826,0.004966022,pretty
1217,is well,19,2,is,3826,0.004966022,well
1228,of an,19,2,of,3840,0.004947917,an
3247,with friends,9,2,with,1819,0.004947774,friends
3248,with someone,9,2,with,1819,0.004947774,someone
2597,be awesome,10,2,be,2025,0.004938272,awesome
2598,be fun,10,2,be,2025,0.004938272,fun
2599,be good,10,2,be,2025,0.004938272,good
2600,be like,10,2,be,2025,0.004938272,like
2601,be your,10,2,be,2025,0.004938272,your
1653,my th,15,2,my,3053,0.0049132,th
356,the end,48,2,the,9784,0.004905969,end
357,the other,48,2,the,9784,0.004905969,other
2912,at an,9,2,at,1835,0.004904632,an
1839,on monday,14,2,on,2857,0.004900245,monday
3267,your a,9,2,your,1845,0.004878049,a
3268,your best,9,2,your,1845,0.004878049,best
3269,your family,9,2,your,1845,0.004878049,family
3270,your not,9,2,your,1845,0.004878049,not
3271,your thoughts,9,2,your,1845,0.004878049,thoughts
3272,your twitter,9,2,your,1845,0.004878049,twitter
2243,that show,12,2,that,2488,0.004823151,show
3328,are better,8,2,are,1666,0.004801921,better
3329,are no,8,2,are,1666,0.004801921,no
3330,are to,8,2,are,1666,0.004801921,to
3674,this afternoon,8,2,this,1672,0.004784689,afternoon
3675,this and,8,2,this,1672,0.004784689,and
3676,this for,8,2,this,1672,0.004784689,for
3677,this has,8,2,this,1672,0.004784689,has
3678,this place,8,2,this,1672,0.004784689,place
3679,this series,8,2,this,1672,0.004784689,series
3680,this the,8,2,this,1672,0.004784689,the
3681,this was,8,2,this,1672,0.004784689,was
3682,this way,8,2,this,1672,0.004784689,way
1640,it as,15,2,it,3139,0.004778592,as
1641,it feels,15,2,it,3139,0.004778592,feels
445,to keep,40,2,to,8421,0.00475003,keep
616,a nice,31,2,a,6533,0.00474514,nice
617,a real,31,2,a,6533,0.00474514,real
1214,in nyc,19,2,in,4007,0.004741702,nyc
512,i always,36,2,i,7617,0.00472627,always
1292,is great,18,2,is,3826,0.004704652,great
1293,is here,18,2,is,3826,0.004704652,here
1294,is only,18,2,is,3826,0.004704652,only
773,you but,27,2,you,5740,0.004703833,but
774,you go,27,2,you,5740,0.004703833,go
775,you still,27,2,you,5740,0.004703833,still
952,and no,22,2,and,4687,0.004693834,no
3446,im feeling,8,2,im,1705,0.004692082,feeling
3447,im taking,8,2,im,1705,0.004692082,taking
1308,of time,18,2,of,3840,0.0046875,time
2715,me as,10,2,me,2141,0.004670715,as
2716,me today,10,2,me,2141,0.004670715,today
2717,me want,10,2,me,2141,0.004670715,want
1194,for free,19,2,for,4096,0.004638672,free
1195,for more,19,2,for,4096,0.004638672,more
462,to give,39,2,to,8421,0.004631279,give
3610,so great,8,2,so,1731,0.004621606,great
3611,so sweet,8,2,so,1731,0.004621606,sweet
3612,so why,8,2,so,1731,0.004621606,why
384,the rt,45,2,the,9784,0.004599346,rt
385,the show,45,2,the,9784,0.004599346,show
534,i never,35,2,i,7617,0.004594985,never
1829,my family,14,2,my,3053,0.004585653,family
1830,my husband,14,2,my,3053,0.004585653,husband
814,you look,26,2,you,5740,0.004529617,look
482,to play,38,2,to,8421,0.004512528,play
483,to win,38,2,to,8421,0.004512528,win
396,the morning,44,2,the,9784,0.004497138,morning
3424,have made,8,2,have,1780,0.004494382,made
3425,have something,8,2,have,1780,0.004494382,something
3426,have u,8,2,have,1780,0.004494382,u
1288,in bed,18,2,in,4007,0.004492139,bed
1289,in life,18,2,in,4007,0.004492139,life
1290,in miami,18,2,in,4007,0.004492139,miami
1291,in with,18,2,in,4007,0.004492139,with
1803,it doesnt,14,2,it,3139,0.004460019,doesnt
1804,it its,14,2,it,3139,0.004460019,its
1805,it looks,14,2,it,3139,0.004460019,looks
1806,it makes,14,2,it,3139,0.004460019,makes
1807,it should,14,2,it,3139,0.004460019,should
2915,be all,9,2,be,2025,0.004444444,all
2916,be fine,9,2,be,2025,0.004444444,fine
2917,be playing,9,2,be,2025,0.004444444,playing
2918,be ready,9,2,be,2025,0.004444444,ready
2919,be safe,9,2,be,2025,0.004444444,safe
1393,is all,17,2,is,3826,0.004443283,all
1394,is out,17,2,is,3826,0.004443283,out
1395,is over,17,2,is,3826,0.004443283,over
1396,is up,17,2,is,3826,0.004443283,up
680,a better,29,2,a,6533,0.004439002,better
2505,that all,11,2,that,2488,0.004421222,all
2506,that could,11,2,that,2488,0.004421222,could
2507,that he,11,2,that,2488,0.004421222,he
2508,that to,11,2,that,2488,0.004421222,to
3747,with new,8,2,with,1819,0.004398021,new
3748,with people,8,2,with,1819,0.004398021,people
3332,at first,8,2,at,1835,0.004359673,first
3333,at it,8,2,at,1835,0.004359673,it
856,you going,25,2,you,5740,0.004355401,going
3767,your girlfriend,8,2,your,1845,0.004336043,girlfriend
3768,your next,8,2,your,1845,0.004336043,next
3769,your time,8,2,your,1845,0.004336043,time
582,i agree,33,2,i,7617,0.004332414,agree
583,i go,33,2,i,7617,0.004332414,go
419,the right,42,2,the,9784,0.004292723,right
718,a beautiful,28,2,a,6533,0.004285933,beautiful
719,a friend,28,2,a,6533,0.004285933,friend
1996,my house,13,2,my,3053,0.004258107,house
1997,my job,13,2,my,3053,0.004258107,job
1998,my last,13,2,my,3053,0.004258107,last
1387,in an,17,2,in,4007,0.004242575,an
1388,in for,17,2,in,4007,0.004242575,for
1389,in front,17,2,in,4007,0.004242575,front
1390,in order,17,2,in,4007,0.004242575,order
1391,in there,17,2,in,4007,0.004242575,there
1392,in touch,17,2,in,4007,0.004242575,touch
3071,me laugh,9,2,me,2141,0.004203643,laugh
3072,me like,9,2,me,2141,0.004203643,like
3073,me maybe,9,2,me,2141,0.004203643,maybe
3074,me more,9,2,me,2141,0.004203643,more
3075,me some,9,2,me,2141,0.004203643,some
600,i might,32,2,i,7617,0.004201129,might
601,i swear,32,2,i,7617,0.004201129,swear
2218,on and,12,2,on,2857,0.00420021,and
2219,on how,12,2,on,2857,0.00420021,how
2220,on saturday,12,2,on,2857,0.00420021,saturday
431,the one,41,2,the,9784,0.004190515,one
1512,is he,16,2,is,3826,0.004181913,he
1513,is looking,16,2,is,3826,0.004181913,looking
1514,is why,16,2,is,3826,0.004181913,why
899,you ever,24,2,you,5740,0.004181185,ever
900,you feel,24,2,you,5740,0.004181185,feel
1539,of any,16,2,of,3840,0.004166667,any
